[['citrus fruit'], 814]
[['yogurt', 'whole milk', 'rolls/buns', 'shopping bags'], 15]
[['yogurt', 'whole milk', 'rolls/buns', 'hamburger meat'], 12]
[['yogurt', 'whole milk', 'rolls/buns', 'hygiene articles'], 12]
[['yogurt', 'whole milk', 'rolls/buns', 'napkins'], 17]
[['yogurt', 'whole milk', 'rolls/buns', 'pork'], 13]
[['yogurt', 'whole milk', 'rolls/buns', 'whipped/sour cream'], 30]
[['yogurt', 'whole milk', 'rolls/buns', 'domestic eggs'], 19]
[['yogurt', 'whole milk', 'rolls/buns', 'ham'], 15]
[['yogurt', 'whole milk', 'rolls/buns', 'frozen vegetables'], 19]
[['yogurt', 'whole milk', 'rolls/buns', 'onions'], 13]
[['yogurt', 'whole milk', 'rolls/buns', 'sliced cheese'], 12]
[['yogurt', 'whole milk', 'bottled beer', 'bottled water'], 16]
[['yogurt', 'whole milk', 'bottled beer', 'fruit/vegetable juice'], 12]
[['yogurt', 'whole milk', 'bottled beer', 'root vegetables'], 12]
[['yogurt', 'whole milk', 'bottled beer', 'frozen vegetables'], 13]
[['yogurt', 'whole milk', 'white bread', 'curd'], 11]
[['yogurt', 'whole milk', 'white bread', 'soda'], 12]
[['yogurt', 'whole milk', 'white bread', 'root vegetables'], 18]
[['yogurt', 'whole milk', 'white bread', 'sausage'], 11]
[['yogurt', 'whole milk', 'white bread', 'whipped/sour cream'], 13]
[['yogurt', 'whole milk', 'white bread', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'bottled water', 'curd'], 14]
[['yogurt', 'whole milk', 'bottled water', 'soda'], 28]
[['yogurt', 'whole milk', 'bottled water', 'fruit/vegetable juice'], 24]
[['yogurt', 'whole milk', 'bottled water', 'pastry'], 16]
[['yogurt', 'whole milk', 'bottled water', 'root vegetables'], 23]
[['yogurt', 'whole milk', 'bottled water', 'sausage'], 14]
[['yogurt', 'whole milk', 'bottled water', 'brown bread'], 11]
[['yogurt', 'whole milk', 'bottled water', 'hygiene articles'], 11]
[['yogurt', 'whole milk', 'bottled water', 'whipped/sour cream'], 16]
[['yogurt', 'whole milk', 'bottled water', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'bottled water', 'frozen vegetables'], 13]
[['yogurt', 'whole milk', 'chocolate', 'soda'], 14]
[['yogurt', 'whole milk', 'chocolate', 'newspapers'], 12]
[['yogurt', 'whole milk', 'curd', 'beef'], 13]
[['yogurt', 'whole milk', 'curd', 'sugar'], 11]
[['yogurt', 'whole milk', 'curd', 'pastry'], 23]
[['yogurt', 'whole milk', 'curd', 'root vegetables'], 29]
[['yogurt', 'whole milk', 'curd', 'sausage'], 18]
[['yogurt', 'whole milk', 'curd', 'brown bread'], 11]
[['yogurt', 'whole milk', 'curd', 'hygiene articles'], 12]
[['yogurt', 'whole milk', 'curd', 'napkins'], 12]
[['yogurt', 'whole milk', 'curd', 'pork'], 11]
[['yogurt', 'whole milk', 'curd', 'whipped/sour cream'], 27]
[['yogurt', 'whole milk', 'curd', 'dessert'], 12]
[['yogurt', 'whole milk', 'curd', 'domestic eggs'], 20]
[['yogurt', 'whole milk', 'curd', 'ham'], 11]
[['yogurt', 'whole milk', 'curd', 'frozen vegetables'], 13]
[['yogurt', 'whole milk', 'curd', 'frozen meals'], 11]
[['yogurt', 'whole milk', 'curd', 'onions'], 11]
[['yogurt', 'whole milk', 'curd', 'soft cheese'], 11]
[['yogurt', 'whole milk', 'flour', 'whipped/sour cream'], 11]
[['yogurt', 'whole milk', 'beef', 'frankfurter'], 13]
[['yogurt', 'whole milk', 'beef', 'soda'], 12]
[['yogurt', 'whole milk', 'beef', 'pastry'], 11]
[['yogurt', 'whole milk', 'beef', 'root vegetables'], 25]
[['yogurt', 'whole milk', 'beef', 'whipped/sour cream'], 15]
[['yogurt', 'whole milk', 'beef', 'domestic eggs'], 11]
[['yogurt', 'whole milk', 'frankfurter', 'soda'], 15]
[['yogurt', 'whole milk', 'frankfurter', 'pastry'], 17]
[['yogurt', 'whole milk', 'frankfurter', 'root vegetables'], 23]
[['yogurt', 'whole milk', 'frankfurter', 'sausage'], 15]
[['yogurt', 'whole milk', 'frankfurter', 'brown bread'], 15]
[['yogurt', 'whole milk', 'frankfurter', 'whipped/sour cream'], 13]
[['yogurt', 'whole milk', 'frankfurter', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'soda', 'fruit/vegetable juice'], 23]
[['yogurt', 'whole milk', 'soda', 'newspapers'], 15]
[['yogurt', 'whole milk', 'soda', 'pastry'], 25]
[['yogurt', 'whole milk', 'soda', 'root vegetables'], 24]
[['yogurt', 'whole milk', 'soda', 'sausage'], 22]
[['yogurt', 'whole milk', 'soda', 'brown bread'], 20]
[['yogurt', 'whole milk', 'soda', 'shopping bags'], 18]
[['yogurt', 'whole milk', 'soda', 'napkins'], 12]
[['yogurt', 'whole milk', 'soda', 'whipped/sour cream'], 19]
[['yogurt', 'whole milk', 'soda', 'dessert'], 14]
[['yogurt', 'whole milk', 'soda', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'soda', 'frozen vegetables'], 11]
[['yogurt', 'whole milk', 'chicken', 'root vegetables'], 18]
[['yogurt', 'whole milk', 'chicken', 'whipped/sour cream'], 11]
[['yogurt', 'whole milk', 'chicken', 'domestic eggs'], 12]
[['yogurt', 'whole milk', 'sugar', 'root vegetables'], 14]
[['yogurt', 'whole milk', 'sugar', 'whipped/sour cream'], 15]
[['yogurt', 'whole milk', 'sugar', 'domestic eggs'], 14]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'butter milk'], 13]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'pastry'], 19]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'root vegetables'], 25]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'salty snack'], 11]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'sausage'], 12]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'brown bread'], 18]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'napkins'], 17]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'pork'], 11]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'whipped/sour cream'], 19]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'dessert'], 12]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'domestic eggs'], 14]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'hard cheese'], 11]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'frozen vegetables'], 21]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'sliced cheese'], 11]
[['yogurt', 'whole milk', 'fruit/vegetable juice', 'soft cheese'], 12]
[['yogurt', 'whole milk', 'newspapers', 'pastry'], 11]
[['yogurt', 'whole milk', 'newspapers', 'root vegetables'], 15]
[['yogurt', 'whole milk', 'newspapers', 'sausage'], 12]
[['yogurt', 'whole milk', 'newspapers', 'brown bread'], 11]
[['yogurt', 'whole milk', 'newspapers', 'whipped/sour cream'], 12]
[['yogurt', 'whole milk', 'butter milk', 'pastry'], 14]
[['yogurt', 'whole milk', 'butter milk', 'root vegetables'], 15]
[['yogurt', 'whole milk', 'butter milk', 'sausage'], 11]
[['yogurt', 'whole milk', 'butter milk', 'dessert'], 13]
[['yogurt', 'whole milk', 'pastry', 'root vegetables'], 25]
[['yogurt', 'whole milk', 'pastry', 'sausage'], 23]
[['yogurt', 'whole milk', 'pastry', 'brown bread'], 16]
[['yogurt', 'whole milk', 'pastry', 'shopping bags'], 15]
[['yogurt', 'whole milk', 'pastry', 'napkins'], 12]
[['yogurt', 'whole milk', 'pastry', 'berries'], 11]
[['yogurt', 'whole milk', 'pastry', 'whipped/sour cream'], 16]
[['yogurt', 'whole milk', 'pastry', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'root vegetables', 'waffles'], 15]
[['yogurt', 'whole milk', 'root vegetables', 'candy'], 13]
[['yogurt', 'whole milk', 'root vegetables', 'sausage'], 32]
[['yogurt', 'whole milk', 'root vegetables', 'brown bread'], 17]
[['yogurt', 'whole milk', 'root vegetables', 'shopping bags'], 15]
[['yogurt', 'whole milk', 'root vegetables', 'hamburger meat'], 12]
[['yogurt', 'whole milk', 'root vegetables', 'hygiene articles'], 12]
[['yogurt', 'whole milk', 'root vegetables', 'napkins'], 14]
[['yogurt', 'whole milk', 'root vegetables', 'pork'], 18]
[['yogurt', 'whole milk', 'root vegetables', 'whipped/sour cream'], 36]
[['yogurt', 'whole milk', 'root vegetables', 'dessert'], 13]
[['yogurt', 'whole milk', 'root vegetables', 'domestic eggs'], 25]
[['yogurt', 'whole milk', 'root vegetables', 'hard cheese'], 17]
[['yogurt', 'whole milk', 'root vegetables', 'ham'], 11]
[['yogurt', 'whole milk', 'root vegetables', 'oil'], 15]
[['yogurt', 'whole milk', 'root vegetables', 'frozen vegetables'], 17]
[['yogurt', 'whole milk', 'root vegetables', 'frozen meals'], 11]
[['yogurt', 'whole milk', 'root vegetables', 'onions'], 14]
[['yogurt', 'whole milk', 'root vegetables', 'herbs'], 12]
[['yogurt', 'whole milk', 'root vegetables', 'sliced cheese'], 15]
[['yogurt', 'whole milk', 'root vegetables', 'soft cheese'], 11]
[['yogurt', 'whole milk', 'root vegetables', 'frozen fish'], 12]
[['yogurt', 'whole milk', 'waffles', 'whipped/sour cream'], 13]
[['yogurt', 'whole milk', 'sausage', 'brown bread'], 18]
[['yogurt', 'whole milk', 'sausage', 'shopping bags'], 12]
[['yogurt', 'whole milk', 'sausage', 'napkins'], 11]
[['yogurt', 'whole milk', 'sausage', 'pork'], 11]
[['yogurt', 'whole milk', 'sausage', 'whipped/sour cream'], 19]
[['yogurt', 'whole milk', 'sausage', 'sliced cheese'], 15]
[['yogurt', 'whole milk', 'brown bread', 'shopping bags'], 11]
[['yogurt', 'whole milk', 'shopping bags', 'napkins'], 11]
[['yogurt', 'whole milk', 'shopping bags', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'hamburger meat', 'whipped/sour cream'], 12]
[['yogurt', 'whole milk', 'hygiene articles', 'whipped/sour cream'], 12]
[['yogurt', 'whole milk', 'napkins', 'whipped/sour cream'], 16]
[['yogurt', 'whole milk', 'napkins', 'domestic eggs'], 13]
[['yogurt', 'whole milk', 'pork', 'whipped/sour cream'], 12]
[['yogurt', 'whole milk', 'berries', 'whipped/sour cream'], 13]
[['yogurt', 'whole milk', 'whipped/sour cream', 'dessert'], 15]
[['yogurt', 'whole milk', 'whipped/sour cream', 'domestic eggs'], 22]
[['yogurt', 'whole milk', 'whipped/sour cream', 'hard cheese'], 12]
[['yogurt', 'whole milk', 'whipped/sour cream', 'frozen vegetables'], 17]
[['yogurt', 'whole milk', 'whipped/sour cream', 'onions'], 12]
[['yogurt', 'whole milk', 'whipped/sour cream', 'sliced cheese'], 12]
[['yogurt', 'whole milk', 'whipped/sour cream', 'soft cheese'], 11]
[['yogurt', 'whole milk', 'domestic eggs', 'hard cheese'], 12]
[['yogurt', 'whole milk', 'domestic eggs', 'soft cheese'], 12]
[['yogurt', 'pip fruit', 'cream cheese', 'other vegetables'], 12]
[['yogurt', 'pip fruit', 'cream cheese', 'root vegetables'], 11]
[['yogurt', 'pip fruit', 'other vegetables', 'butter'], 13]
[['yogurt', 'pip fruit', 'other vegetables', 'rolls/buns'], 20]
[['yogurt', 'pip fruit', 'other vegetables', 'white bread'], 12]
[['yogurt', 'pip fruit', 'other vegetables', 'bottled water'], 11]
[['yogurt', 'pip fruit', 'other vegetables', 'curd'], 17]
[['yogurt', 'pip fruit', 'other vegetables', 'frankfurter'], 16]
[['yogurt', 'pip fruit', 'other vegetables', 'soda'], 18]
[['yogurt', 'pip fruit', 'other vegetables', 'sugar'], 11]
[['yogurt', 'pip fruit', 'other vegetables', 'fruit/vegetable juice'], 22]
[['yogurt', 'pip fruit', 'other vegetables', 'butter milk'], 14]
[['yogurt', 'pip fruit', 'other vegetables', 'pastry'], 15]
[['yogurt', 'pip fruit', 'other vegetables', 'root vegetables'], 29]
[['yogurt', 'pip fruit', 'other vegetables', 'sausage'], 18]
[['yogurt', 'pip fruit', 'other vegetables', 'brown bread'], 16]
[['yogurt', 'pip fruit', 'other vegetables', 'whipped/sour cream'], 22]
[['yogurt', 'pip fruit', 'other vegetables', 'dessert'], 15]
[['yogurt', 'pip fruit', 'other vegetables', 'domestic eggs'], 12]
[['yogurt', 'pip fruit', 'other vegetables', 'ham'], 12]
[['yogurt', 'pip fruit', 'rolls/buns', 'soda'], 12]
[['yogurt', 'pip fruit', 'rolls/buns', 'sausage'], 12]
[['yogurt', 'pip fruit', 'white bread', 'root vegetables'], 12]
[['yogurt', 'pip fruit', 'bottled water', 'soda'], 11]
[['yogurt', 'pip fruit', 'bottled water', 'sausage'], 11]
[['yogurt', 'pip fruit', 'curd', 'root vegetables'], 15]
[['yogurt', 'pip fruit', 'curd', 'sausage'], 13]
[['yogurt', 'pip fruit', 'curd', 'whipped/sour cream'], 12]
[['yogurt', 'pip fruit', 'soda', 'root vegetables'], 14]
[['yogurt', 'pip fruit', 'soda', 'sausage'], 13]
[['yogurt', 'pip fruit', 'fruit/vegetable juice', 'root vegetables'], 12]
[['yogurt', 'pip fruit', 'fruit/vegetable juice', 'whipped/sour cream'], 11]
[['yogurt', 'pip fruit', 'pastry', 'sausage'], 12]
[['yogurt', 'pip fruit', 'root vegetables', 'sausage'], 13]
[['yogurt', 'pip fruit', 'root vegetables', 'whipped/sour cream'], 14]
[['yogurt', 'pip fruit', 'sausage', 'sliced cheese'], 12]
[['yogurt', 'cream cheese', 'other vegetables', 'rolls/buns'], 14]
[['yogurt', 'cream cheese', 'other vegetables', 'curd'], 17]
[['yogurt', 'cream cheese', 'other vegetables', 'root vegetables'], 21]
[['yogurt', 'cream cheese', 'other vegetables', 'sausage'], 13]
[['yogurt', 'cream cheese', 'other vegetables', 'whipped/sour cream'], 17]
[['yogurt', 'cream cheese', 'rolls/buns', 'soda'], 12]
[['yogurt', 'cream cheese', 'bottled water', 'soda'], 11]
[['yogurt', 'cream cheese', 'curd', 'root vegetables'], 13]
[['yogurt', 'cream cheese', 'curd', 'whipped/sour cream'], 13]
[['yogurt', 'cream cheese', 'beef', 'root vegetables'], 11]
[['yogurt', 'cream cheese', 'root vegetables', 'whipped/sour cream'], 15]
[['yogurt', 'other vegetables', 'long life bakery product', 'chocolate'], 12]
[['yogurt', 'other vegetables', 'long life bakery product', 'fruit/vegetable juice'], 11]
[['yogurt', 'other vegetables', 'long life bakery product', 'root vegetables'], 13]
[['yogurt', 'other vegetables', 'long life bakery product', 'whipped/sour cream'], 14]
[['yogurt', 'other vegetables', 'butter', 'rolls/buns'], 15]
[['yogurt', 'other vegetables', 'butter', 'white bread'], 14]
[['yogurt', 'other vegetables', 'butter', 'curd'], 15]
[['yogurt', 'other vegetables', 'butter', 'beef'], 14]
[['yogurt', 'other vegetables', 'butter', 'chicken'], 14]
[['yogurt', 'other vegetables', 'butter', 'fruit/vegetable juice'], 16]
[['yogurt', 'other vegetables', 'butter', 'pastry'], 13]
[['yogurt', 'other vegetables', 'butter', 'root vegetables'], 21]
[['yogurt', 'other vegetables', 'butter', 'sausage'], 14]
[['yogurt', 'other vegetables', 'butter', 'whipped/sour cream'], 21]
[['yogurt', 'other vegetables', 'butter', 'domestic eggs'], 17]
[['yogurt', 'other vegetables', 'butter', 'frozen vegetables'], 12]
[['yogurt', 'other vegetables', 'butter', 'onions'], 11]
[['yogurt', 'other vegetables', 'rice', 'root vegetables'], 14]
[['yogurt', 'other vegetables', 'rolls/buns', 'bottled water'], 25]
[['yogurt', 'other vegetables', 'rolls/buns', 'chocolate'], 16]
[['yogurt', 'other vegetables', 'rolls/buns', 'curd'], 11]
[['yogurt', 'other vegetables', 'rolls/buns', 'beef'], 16]
[['yogurt', 'other vegetables', 'rolls/buns', 'frankfurter'], 22]
[['yogurt', 'other vegetables', 'rolls/buns', 'soda'], 33]
[['yogurt', 'other vegetables', 'rolls/buns', 'chicken'], 17]
[['yogurt', 'other vegetables', 'rolls/buns', 'fruit/vegetable juice'], 17]
[['yogurt', 'other vegetables', 'rolls/buns', 'newspapers'], 19]
[['yogurt', 'other vegetables', 'rolls/buns', 'butter milk'], 12]
[['yogurt', 'other vegetables', 'rolls/buns', 'pastry'], 21]
[['yogurt', 'other vegetables', 'rolls/buns', 'root vegetables'], 41]
[['yogurt', 'other vegetables', 'rolls/buns', 'waffles'], 11]
[['yogurt', 'other vegetables', 'rolls/buns', 'sausage'], 22]
[['yogurt', 'other vegetables', 'rolls/buns', 'brown bread'], 11]
[['yogurt', 'other vegetables', 'rolls/buns', 'shopping bags'], 15]
[['yogurt', 'other vegetables', 'rolls/buns', 'hamburger meat'], 15]
[['yogurt', 'other vegetables', 'rolls/buns', 'napkins'], 15]
[['yogurt', 'other vegetables', 'rolls/buns', 'pork'], 12]
[['yogurt', 'other vegetables', 'rolls/buns', 'whipped/sour cream'], 24]
[['yogurt', 'other vegetables', 'rolls/buns', 'dessert'], 11]
[['yogurt', 'other vegetables', 'rolls/buns', 'domestic eggs'], 15]
[['yogurt', 'other vegetables', 'rolls/buns', 'frozen vegetables'], 15]
[['yogurt', 'other vegetables', 'rolls/buns', 'soft cheese'], 11]
[['yogurt', 'other vegetables', 'rolls/buns', 'meat'], 12]
[['yogurt', 'other vegetables', 'bottled beer', 'fruit/vegetable juice'], 11]
[['yogurt', 'other vegetables', 'bottled beer', 'whipped/sour cream'], 11]
[['yogurt', 'other vegetables', 'white bread', 'fruit/vegetable juice'], 12]
[['yogurt', 'other vegetables', 'white bread', 'root vegetables'], 17]
[['yogurt', 'other vegetables', 'white bread', 'sausage'], 13]
[['yogurt', 'other vegetables', 'white bread', 'whipped/sour cream'], 16]
[['yogurt', 'other vegetables', 'bottled water', 'curd'], 11]
[['yogurt', 'other vegetables', 'bottled water', 'soda'], 21]
[['yogurt', 'other vegetables', 'bottled water', 'fruit/vegetable juice'], 17]
[['yogurt', 'other vegetables', 'bottled water', 'newspapers'], 11]
[['yogurt', 'other vegetables', 'bottled water', 'pastry'], 13]
[['yogurt', 'other vegetables', 'bottled water', 'root vegetables'], 20]
[['yogurt', 'other vegetables', 'bottled water', 'sausage'], 22]
[['yogurt', 'other vegetables', 'bottled water', 'shopping bags'], 13]
[['yogurt', 'other vegetables', 'bottled water', 'whipped/sour cream'], 18]
[['yogurt', 'other vegetables', 'bottled water', 'domestic eggs'], 18]
[['yogurt', 'other vegetables', 'bottled water', 'frozen vegetables'], 12]
[['yogurt', 'other vegetables', 'chocolate', 'soda'], 13]
[['yogurt', 'other vegetables', 'chocolate', 'fruit/vegetable juice'], 13]
[['yogurt', 'other vegetables', 'chocolate', 'sausage'], 13]
[['yogurt', 'other vegetables', 'chocolate', 'whipped/sour cream'], 13]
[['yogurt', 'other vegetables', 'curd', 'beef'], 12]
[['yogurt', 'other vegetables', 'curd', 'fruit/vegetable juice'], 11]
[['yogurt', 'other vegetables', 'curd', 'pastry'], 16]
[['yogurt', 'other vegetables', 'curd', 'root vegetables'], 24]
[['yogurt', 'other vegetables', 'curd', 'sausage'], 18]
[['yogurt', 'other vegetables', 'curd', 'brown bread'], 11]
[['yogurt', 'other vegetables', 'curd', 'whipped/sour cream'], 17]
[['yogurt', 'other vegetables', 'curd', 'dessert'], 12]
[['yogurt', 'other vegetables', 'curd', 'frozen vegetables'], 11]
[['yogurt', 'other vegetables', 'beef', 'frankfurter'], 11]
[['yogurt', 'other vegetables', 'beef', 'root vegetables'], 23]
[['yogurt', 'other vegetables', 'beef', 'pork'], 13]
[['yogurt', 'other vegetables', 'beef', 'whipped/sour cream'], 13]
[['yogurt', 'other vegetables', 'frankfurter', 'pastry'], 12]
[['yogurt', 'other vegetables', 'frankfurter', 'root vegetables'], 17]
[['yogurt', 'other vegetables', 'frankfurter', 'whipped/sour cream'], 14]
[['yogurt', 'other vegetables', 'soda', 'fruit/vegetable juice'], 17]
[['yogurt', 'other vegetables', 'soda', 'newspapers'], 18]
[['yogurt', 'other vegetables', 'soda', 'pastry'], 15]
[['yogurt', 'other vegetables', 'soda', 'root vegetables'], 24]
[['yogurt', 'other vegetables', 'soda', 'canned beer'], 11]
