[['semi-finished bread'], 174, '->', ['citrus fruit'], 814, 0.13793103448275862]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['pork'], 567, 0.13095238095238096]
[['rolls/buns', 'pastry', 'whipped/sour cream'], 24, '->', ['whole milk'], 2513, 0.625]
[['pastry', 'whipped/sour cream'], 74, '->', ['whole milk', 'rolls/buns'], 557, 0.20270270270270271]
[['whole milk', 'pastry', 'whipped/sour cream'], 41, '->', ['rolls/buns'], 1809, 0.36585365853658536]
[['pastry', 'whipped/sour cream'], 74, '->', ['whole milk', 'rolls/buns'], 557, 0.20270270270270271]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['pastry'], 875, 0.19480519480519481]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'pastry'], 327, 0.10416666666666667]
[['whole milk', 'rolls/buns', 'pastry'], 84, '->', ['whipped/sour cream'], 705, 0.17857142857142858]
[['rolls/buns', 'root vegetables', 'waffles'], 19, '->', ['whole milk'], 2513, 0.8421052631578947]
[['root vegetables', 'waffles'], 65, '->', ['whole milk', 'rolls/buns'], 557, 0.24615384615384617]
[['whole milk', 'root vegetables', 'waffles'], 38, '->', ['rolls/buns'], 1809, 0.42105263157894735]
[['root vegetables', 'waffles'], 65, '->', ['whole milk', 'rolls/buns'], 557, 0.24615384615384617]
[['whole milk', 'rolls/buns', 'waffles'], 46, '->', ['root vegetables'], 1072, 0.34782608695652173]
[['rolls/buns', 'waffles'], 90, '->', ['whole milk', 'root vegetables'], 481, 0.17777777777777778]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['waffles'], 378, 0.128]
[['rolls/buns', 'root vegetables', 'sausage'], 49, '->', ['whole milk'], 2513, 0.5102040816326531]
[['root vegetables', 'sausage'], 147, '->', ['whole milk', 'rolls/buns'], 557, 0.17006802721088435]
[['whole milk', 'root vegetables', 'sausage'], 76, '->', ['rolls/buns'], 1809, 0.32894736842105265]
[['root vegetables', 'sausage'], 147, '->', ['whole milk', 'rolls/buns'], 557, 0.17006802721088435]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['root vegetables'], 1072, 0.2717391304347826]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['sausage'], 924, 0.2]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'sausage'], 294, 0.10460251046025104]
[['rolls/buns', 'root vegetables', 'brown bread'], 21, '->', ['whole milk'], 2513, 0.6666666666666666]
[['root vegetables', 'brown bread'], 100, '->', ['whole milk', 'rolls/buns'], 557, 0.14]
[['whole milk', 'root vegetables', 'brown bread'], 56, '->', ['rolls/buns'], 1809, 0.25]
[['root vegetables', 'brown bread'], 100, '->', ['whole milk', 'rolls/buns'], 557, 0.14]
[['whole milk', 'rolls/buns', 'brown bread'], 52, '->', ['root vegetables'], 1072, 0.2692307692307692]
[['rolls/buns', 'brown bread'], 124, '->', ['whole milk', 'root vegetables'], 481, 0.11290322580645161]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['brown bread'], 638, 0.112]
[['rolls/buns', 'root vegetables', 'shopping bags'], 21, '->', ['whole milk'], 2513, 0.5238095238095238]
[['whole milk', 'root vegetables', 'shopping bags'], 52, '->', ['rolls/buns'], 1809, 0.21153846153846154]
[['whole milk', 'rolls/buns', 'shopping bags'], 52, '->', ['root vegetables'], 1072, 0.21153846153846154]
[['rolls/buns', 'root vegetables', 'hamburger meat'], 22, '->', ['whole milk'], 2513, 0.5454545454545454]
[['root vegetables', 'hamburger meat'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.19672131147540983]
[['whole milk', 'root vegetables', 'hamburger meat'], 39, '->', ['rolls/buns'], 1809, 0.3076923076923077]
[['root vegetables', 'hamburger meat'], 61, '->', ['whole milk', 'rolls/buns'], 557, 0.19672131147540983]
[['whole milk', 'rolls/buns', 'hamburger meat'], 43, '->', ['root vegetables'], 1072, 0.27906976744186046]
[['rolls/buns', 'hamburger meat'], 85, '->', ['whole milk', 'root vegetables'], 481, 0.1411764705882353]
[['rolls/buns', 'root vegetables', 'napkins'], 29, '->', ['whole milk'], 2513, 0.4482758620689655]
[['root vegetables', 'napkins'], 98, '->', ['whole milk', 'rolls/buns'], 557, 0.1326530612244898]
[['whole milk', 'root vegetables', 'napkins'], 48, '->', ['rolls/buns'], 1809, 0.2708333333333333]
[['root vegetables', 'napkins'], 98, '->', ['whole milk', 'rolls/buns'], 557, 0.1326530612244898]
[['whole milk', 'rolls/buns', 'napkins'], 52, '->', ['root vegetables'], 1072, 0.25]
[['rolls/buns', 'napkins'], 115, '->', ['whole milk', 'root vegetables'], 481, 0.11304347826086956]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['napkins'], 515, 0.104]
[['rolls/buns', 'root vegetables', 'pork'], 28, '->', ['whole milk'], 2513, 0.7142857142857143]
[['root vegetables', 'pork'], 134, '->', ['whole milk', 'rolls/buns'], 557, 0.14925373134328357]
[['whole milk', 'root vegetables', 'pork'], 67, '->', ['rolls/buns'], 1809, 0.29850746268656714]
[['root vegetables', 'pork'], 134, '->', ['whole milk', 'rolls/buns'], 557, 0.14925373134328357]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['root vegetables'], 1072, 0.32786885245901637]
[['rolls/buns', 'pork'], 111, '->', ['whole milk', 'root vegetables'], 481, 0.18018018018018017]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['pork'], 567, 0.16]
[['rolls/buns', 'root vegetables', 'berries'], 17, '->', ['whole milk'], 2513, 0.6470588235294118]
[['root vegetables', 'berries'], 65, '->', ['whole milk', 'rolls/buns'], 557, 0.16923076923076924]
[['whole milk', 'root vegetables', 'berries'], 36, '->', ['rolls/buns'], 1809, 0.3055555555555556]
[['root vegetables', 'berries'], 65, '->', ['whole milk', 'rolls/buns'], 557, 0.16923076923076924]
[['whole milk', 'rolls/buns', 'berries'], 28, '->', ['root vegetables'], 1072, 0.39285714285714285]
[['rolls/buns', 'berries'], 65, '->', ['whole milk', 'root vegetables'], 481, 0.16923076923076924]
[['rolls/buns', 'root vegetables', 'whipped/sour cream'], 43, '->', ['whole milk'], 2513, 0.6511627906976745]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['whole milk', 'rolls/buns'], 557, 0.16666666666666666]
[['whole milk', 'root vegetables', 'whipped/sour cream'], 93, '->', ['rolls/buns'], 1809, 0.3010752688172043]
[['root vegetables', 'whipped/sour cream'], 168, '->', ['whole milk', 'rolls/buns'], 557, 0.16666666666666666]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['root vegetables'], 1072, 0.36363636363636365]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'root vegetables'], 481, 0.19444444444444445]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['whipped/sour cream'], 705, 0.224]
[['rolls/buns', 'root vegetables'], 239, '->', ['whole milk', 'whipped/sour cream'], 317, 0.11715481171548117]
[['rolls/buns', 'root vegetables', 'domestic eggs'], 26, '->', ['whole milk'], 2513, 0.6153846153846154]
[['root vegetables', 'domestic eggs'], 141, '->', ['whole milk', 'rolls/buns'], 557, 0.11347517730496454]
[['whole milk', 'root vegetables', 'domestic eggs'], 84, '->', ['rolls/buns'], 1809, 0.19047619047619047]
[['root vegetables', 'domestic eggs'], 141, '->', ['whole milk', 'rolls/buns'], 557, 0.11347517730496454]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['root vegetables'], 1072, 0.24615384615384617]
[['rolls/buns', 'domestic eggs'], 154, '->', ['whole milk', 'root vegetables'], 481, 0.1038961038961039]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['domestic eggs'], 624, 0.128]
[['rolls/buns', 'root vegetables', 'oil'], 19, '->', ['whole milk'], 2513, 0.7368421052631579]
[['root vegetables', 'oil'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.2028985507246377]
[['whole milk', 'root vegetables', 'oil'], 44, '->', ['rolls/buns'], 1809, 0.3181818181818182]
[['root vegetables', 'oil'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.2028985507246377]
[['whole milk', 'rolls/buns', 'oil'], 30, '->', ['root vegetables'], 1072, 0.4666666666666667]
[['rolls/buns', 'oil'], 50, '->', ['whole milk', 'root vegetables'], 481, 0.28]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['oil'], 276, 0.112]
[['rolls/buns', 'root vegetables', 'frozen vegetables'], 29, '->', ['whole milk'], 2513, 0.4827586206896552]
[['root vegetables', 'frozen vegetables'], 114, '->', ['whole milk', 'rolls/buns'], 557, 0.12280701754385964]
[['whole milk', 'root vegetables', 'frozen vegetables'], 61, '->', ['rolls/buns'], 1809, 0.22950819672131148]
[['root vegetables', 'frozen vegetables'], 114, '->', ['whole milk', 'rolls/buns'], 557, 0.12280701754385964]
[['whole milk', 'rolls/buns', 'frozen vegetables'], 50, '->', ['root vegetables'], 1072, 0.28]
[['rolls/buns', 'frozen vegetables'], 100, '->', ['whole milk', 'root vegetables'], 481, 0.14]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['frozen vegetables'], 473, 0.112]
[['rolls/buns', 'root vegetables', 'onions'], 25, '->', ['whole milk'], 2513, 0.6]
[['root vegetables', 'onions'], 93, '->', ['whole milk', 'rolls/buns'], 557, 0.16129032258064516]
[['whole milk', 'root vegetables', 'onions'], 47, '->', ['rolls/buns'], 1809, 0.3191489361702128]
[['root vegetables', 'onions'], 93, '->', ['whole milk', 'rolls/buns'], 557, 0.16129032258064516]
[['whole milk', 'rolls/buns', 'onions'], 31, '->', ['root vegetables'], 1072, 0.4838709677419355]
[['rolls/buns', 'onions'], 67, '->', ['whole milk', 'root vegetables'], 481, 0.22388059701492538]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['onions'], 305, 0.12]
[['rolls/buns', 'root vegetables', 'herbs'], 18, '->', ['whole milk'], 2513, 0.8333333333333334]
[['root vegetables', 'herbs'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.21739130434782608]
[['whole milk', 'root vegetables', 'herbs'], 41, '->', ['rolls/buns'], 1809, 0.36585365853658536]
[['root vegetables', 'herbs'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.21739130434782608]
[['whole milk', 'rolls/buns', 'herbs'], 24, '->', ['root vegetables'], 1072, 0.625]
[['rolls/buns', 'herbs'], 30, '->', ['whole milk', 'root vegetables'], 481, 0.5]
[['whole milk', 'rolls/buns', 'root vegetables'], 125, '->', ['herbs'], 160, 0.12]
[['rolls/buns', 'waffles', 'whipped/sour cream'], 21, '->', ['whole milk'], 2513, 0.8095238095238095]
[['waffles', 'whipped/sour cream'], 50, '->', ['whole milk', 'rolls/buns'], 557, 0.34]
[['whole milk', 'waffles', 'whipped/sour cream'], 31, '->', ['rolls/buns'], 1809, 0.5483870967741935]
[['waffles', 'whipped/sour cream'], 50, '->', ['whole milk', 'rolls/buns'], 557, 0.34]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['waffles'], 378, 0.22077922077922077]
[['rolls/buns', 'whipped/sour cream'], 144, '->', ['whole milk', 'waffles'], 125, 0.11805555555555555]
[['whole milk', 'rolls/buns', 'waffles'], 46, '->', ['whipped/sour cream'], 705, 0.3695652173913043]
[['rolls/buns', 'waffles'], 90, '->', ['whole milk', 'whipped/sour cream'], 317, 0.18888888888888888]
[['rolls/buns', 'sausage', 'shopping bags'], 59, '->', ['whole milk'], 2513, 0.23728813559322035]
[['whole milk', 'sausage', 'shopping bags'], 32, '->', ['rolls/buns'], 1809, 0.4375]
[['whole milk', 'rolls/buns', 'shopping bags'], 52, '->', ['sausage'], 924, 0.2692307692307692]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['shopping bags'], 969, 0.15217391304347827]
[['rolls/buns', 'sausage', 'pork'], 19, '->', ['whole milk'], 2513, 0.631578947368421]
[['sausage', 'pork'], 64, '->', ['whole milk', 'rolls/buns'], 557, 0.1875]
[['whole milk', 'sausage', 'pork'], 33, '->', ['rolls/buns'], 1809, 0.36363636363636365]
[['sausage', 'pork'], 64, '->', ['whole milk', 'rolls/buns'], 557, 0.1875]
[['whole milk', 'rolls/buns', 'pork'], 61, '->', ['sausage'], 924, 0.19672131147540983]
[['rolls/buns', 'pork'], 111, '->', ['whole milk', 'sausage'], 294, 0.10810810810810811]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['pork'], 567, 0.13043478260869565]
[['rolls/buns', 'sausage', 'whipped/sour cream'], 24, '->', ['whole milk'], 2513, 0.5833333333333334]
[['sausage', 'whipped/sour cream'], 89, '->', ['whole milk', 'rolls/buns'], 557, 0.15730337078651685]
[['whole milk', 'sausage', 'whipped/sour cream'], 50, '->', ['rolls/buns'], 1809, 0.28]
[['sausage', 'whipped/sour cream'], 89, '->', ['whole milk', 'rolls/buns'], 557, 0.15730337078651685]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['sausage'], 924, 0.18181818181818182]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['whipped/sour cream'], 705, 0.15217391304347827]
[['rolls/buns', 'sausage', 'domestic eggs'], 35, '->', ['whole milk'], 2513, 0.42857142857142855]
[['sausage', 'domestic eggs'], 94, '->', ['whole milk', 'rolls/buns'], 557, 0.1595744680851064]
[['whole milk', 'sausage', 'domestic eggs'], 44, '->', ['rolls/buns'], 1809, 0.3409090909090909]
[['sausage', 'domestic eggs'], 94, '->', ['whole milk', 'rolls/buns'], 557, 0.1595744680851064]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['sausage'], 924, 0.23076923076923078]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['domestic eggs'], 624, 0.16304347826086957]
[['rolls/buns', 'sausage', 'sliced cheese'], 29, '->', ['whole milk'], 2513, 0.4482758620689655]
[['sausage', 'sliced cheese'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.18840579710144928]
[['whole milk', 'sausage', 'sliced cheese'], 31, '->', ['rolls/buns'], 1809, 0.41935483870967744]
[['sausage', 'sliced cheese'], 69, '->', ['whole milk', 'rolls/buns'], 557, 0.18840579710144928]
[['whole milk', 'rolls/buns', 'sliced cheese'], 30, '->', ['sausage'], 924, 0.43333333333333335]
[['rolls/buns', 'sliced cheese'], 75, '->', ['whole milk', 'sausage'], 294, 0.17333333333333334]
[['whole milk', 'rolls/buns', 'sausage'], 92, '->', ['sliced cheese'], 241, 0.14130434782608695]
[['rolls/buns', 'shopping bags', 'domestic eggs'], 25, '->', ['whole milk'], 2513, 0.44]
[['shopping bags', 'domestic eggs'], 89, '->', ['whole milk', 'rolls/buns'], 557, 0.12359550561797752]
[['whole milk', 'shopping bags', 'domestic eggs'], 41, '->', ['rolls/buns'], 1809, 0.2682926829268293]
[['shopping bags', 'domestic eggs'], 89, '->', ['whole milk', 'rolls/buns'], 557, 0.12359550561797752]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['shopping bags'], 969, 0.16923076923076924]
[['whole milk', 'rolls/buns', 'shopping bags'], 52, '->', ['domestic eggs'], 624, 0.21153846153846154]
[['rolls/buns', 'whipped/sour cream', 'domestic eggs'], 25, '->', ['whole milk'], 2513, 0.56]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['whole milk', 'rolls/buns'], 557, 0.14285714285714285]
[['whole milk', 'whipped/sour cream', 'domestic eggs'], 56, '->', ['rolls/buns'], 1809, 0.25]
[['whipped/sour cream', 'domestic eggs'], 98, '->', ['whole milk', 'rolls/buns'], 557, 0.14285714285714285]
[['whole milk', 'rolls/buns', 'domestic eggs'], 65, '->', ['whipped/sour cream'], 705, 0.2153846153846154]
[['whole milk', 'rolls/buns', 'whipped/sour cream'], 77, '->', ['domestic eggs'], 624, 0.18181818181818182]
[['bottled beer', 'bottled water', 'soda'], 50, '->', ['whole milk'], 2513, 0.22]
[['whole milk', 'bottled water', 'soda'], 74, '->', ['bottled beer'], 792, 0.14864864864864866]
[['whole milk', 'bottled beer', 'soda'], 36, '->', ['bottled water'], 1087, 0.3055555555555556]
[['whole milk', 'bottled beer', 'bottled water'], 60, '->', ['soda'], 1715, 0.18333333333333332]
[['bottled beer', 'bottled water', 'root vegetables'], 25, '->', ['whole milk'], 2513, 0.44]
[['whole milk', 'bottled water', 'root vegetables'], 72, '->', ['bottled beer'], 792, 0.1527777777777778]
[['whole milk', 'bottled beer', 'root vegetables'], 39, '->', ['bottled water'], 1087, 0.28205128205128205]
[['bottled beer', 'root vegetables'], 95, '->', ['whole milk', 'bottled water'], 338, 0.11578947368421053]
[['whole milk', 'bottled beer', 'bottled water'], 60, '->', ['root vegetables'], 1072, 0.18333333333333332]
[['bottled beer', 'bottled water', 'domestic eggs'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['bottled water', 'domestic eggs'], 90, '->', ['whole milk', 'bottled beer'], 201, 0.12222222222222222]
[['whole milk', 'bottled water', 'domestic eggs'], 48, '->', ['bottled beer'], 792, 0.22916666666666666]
[['bottled water', 'domestic eggs'], 90, '->', ['whole milk', 'bottled beer'], 201, 0.12222222222222222]
[['whole milk', 'bottled beer', 'domestic eggs'], 29, '->', ['bottled water'], 1087, 0.3793103448275862]
[['bottled beer', 'domestic eggs'], 46, '->', ['whole milk', 'bottled water'], 338, 0.2391304347826087]
[['whole milk', 'bottled beer', 'bottled water'], 60, '->', ['domestic eggs'], 624, 0.18333333333333332]
[['white bread', 'soda', 'fruit/vegetable juice'], 27, '->', ['whole milk'], 2513, 0.4074074074074074]
[['whole milk', 'soda', 'fruit/vegetable juice'], 60, '->', ['white bread'], 414, 0.18333333333333332]
[['whole milk', 'white bread', 'fruit/vegetable juice'], 36, '->', ['soda'], 1715, 0.3055555555555556]
[['white bread', 'fruit/vegetable juice'], 73, '->', ['whole milk', 'soda'], 394, 0.1506849315068493]
[['whole milk', 'white bread', 'soda'], 40, '->', ['fruit/vegetable juice'], 711, 0.275]
[['white bread', 'soda'], 101, '->', ['whole milk', 'fruit/vegetable juice'], 262, 0.10891089108910891]
[['white bread', 'soda', 'root vegetables'], 24, '->', ['whole milk'], 2513, 0.4583333333333333]
[['whole milk', 'soda', 'root vegetables'], 80, '->', ['white bread'], 414, 0.1375]
[['whole milk', 'white bread', 'root vegetables'], 39, '->', ['soda'], 1715, 0.28205128205128205]
[['white bread', 'root vegetables'], 78, '->', ['whole milk', 'soda'], 394, 0.14102564102564102]
[['whole milk', 'white bread', 'soda'], 40, '->', ['root vegetables'], 1072, 0.275]
[['white bread', 'soda'], 101, '->', ['whole milk', 'root vegetables'], 481, 0.10891089108910891]
[['white bread', 'soda', 'sausage'], 25, '->', ['whole milk'], 2513, 0.44]
[['whole milk', 'soda', 'sausage'], 66, '->', ['white bread'], 414, 0.16666666666666666]
[['whole milk', 'white bread', 'sausage'], 34, '->', ['soda'], 1715, 0.3235294117647059]
[['white bread', 'sausage'], 71, '->', ['whole milk', 'soda'], 394, 0.15492957746478872]
[['whole milk', 'white bread', 'soda'], 40, '->', ['sausage'], 924, 0.275]
[['white bread', 'soda'], 101, '->', ['whole milk', 'sausage'], 294, 0.10891089108910891]
[['white bread', 'soda', 'shopping bags'], 29, '->', ['whole milk'], 2513, 0.5172413793103449]
[['whole milk', 'soda', 'shopping bags'], 67, '->', ['white bread'], 414, 0.22388059701492538]
[['whole milk', 'white bread', 'shopping bags'], 28, '->', ['soda'], 1715, 0.5357142857142857]
[['white bread', 'shopping bags'], 73, '->', ['whole milk', 'soda'], 394, 0.2054794520547945]
[['whole milk', 'white bread', 'soda'], 40, '->', ['shopping bags'], 969, 0.375]
[['white bread', 'soda'], 101, '->', ['whole milk', 'shopping bags'], 241, 0.1485148514851485]
[['white bread', 'root vegetables', 'whipped/sour cream'], 16, '->', ['whole milk'], 2513, 0.8125]
[['whole milk', 'root vegetables', 'whipped/sour cream'], 93, '->', ['white bread'], 414, 0.13978494623655913]
[['whole milk', 'white bread', 'whipped/sour cream'], 30, '->', ['root vegetables'], 1072, 0.43333333333333335]
[['white bread', 'whipped/sour cream'], 54, '->', ['whole milk', 'root vegetables'], 481, 0.24074074074074073]
[['whole milk', 'white bread', 'root vegetables'], 39, '->', ['whipped/sour cream'], 705, 0.3333333333333333]
[['white bread', 'root vegetables'], 78, '->', ['whole milk', 'whipped/sour cream'], 317, 0.16666666666666666]
[['white bread', 'root vegetables', 'domestic eggs'], 18, '->', ['whole milk'], 2513, 0.6111111111111112]
[['whole milk', 'root vegetables', 'domestic eggs'], 84, '->', ['white bread'], 414, 0.13095238095238096]
[['whole milk', 'white bread', 'domestic eggs'], 32, '->', ['root vegetables'], 1072, 0.34375]
[['white bread', 'domestic eggs'], 57, '->', ['whole milk', 'root vegetables'], 481, 0.19298245614035087]
[['whole milk', 'white bread', 'root vegetables'], 39, '->', ['domestic eggs'], 624, 0.28205128205128205]
[['white bread', 'root vegetables'], 78, '->', ['whole milk', 'domestic eggs'], 295, 0.14102564102564102]
